word,meaning,short definition,long definition,url
indulgent,given to yielding to the wishes of someone,"Someone who is self-indulgent gives themselves a lot of treats. Parents who are indulgent cave to every desire their child expresses. Indulgent means lenient, or overly generous.","Indulgent is a word that, here in Puritanical North America, is hard to know how to take. Is it okay to “indulge yourself” as so many spa advertisements suggest? Or is indulgent always associated with excess? You can indulge fantasies of figuring out the answer, or you can give in to an indulgent shrug and move on to another word.",https://www.vocabulary.com/dictionary/indulgent
ineffable,defying expression or description,"Anything ineffable is unspeakably beautiful, moving, or horrible. It’s beyond expression. If something is so powerful or emotional that you can't even describe it, it’s ineffable.","Ineffable ideas and emotions are difficult to put into words. Parents might feel an ineffable sadness and pride when watching their youngest child graduate from high school. Ineffable can also be used to describe a name that is so sacred you’re not allowed to say it.This word comes from the adjective effable, which means “something that can lawfully be expressed in words,” and isn’t used much anymore.",https://www.vocabulary.com/dictionary/ineffable
inept,generally incompetent and ineffectual,"A clumsy, incompetent person — or an ineffective action — is inept. When you're inept, you don't know what you're doing or just can't get it done.","Someone inept is bumbling, clueless, and ineffective. Inept people are dumb or clueless; they don't understand things. More than that, inept people are bad at what they do. An inept lawyer always loses cases. An inept figure skater wipes out on the ice. An inept postal worker loses mail and puts it in the wrong box. An inept person is downright bad at something. The opposite of inept is competent.",https://www.vocabulary.com/dictionary/inept
inert,slow and apathetic,"Something that's unable to move or moving without much energy can be described as inert. Wind up in a body cast and you’ll find yourself not only itchy, but totally inert.","When motion is restricted or sluggish, or when something or someone appears lifeless, the adjective to use is inert. A dog who's playing dead is inert, as is a really boring movie. Or for those of you paying attention in chemistry class, you may have heard of inert gases — those elements that won't react with other elements or form chemical compounds.",https://www.vocabulary.com/dictionary/inert
inexorable,impossible to persuade by means of pleas or reason,"When a person is inexorable, they're stubborn. When a thing or process is inexorable, it can't be stopped.","This is a word for people and things that will not change direction. An inexorable person is hard-headed and cannot be convinced to change their mind, no matter what. You can also say that a process, like the progress of a deadly illness, is inexorable because it can't be stopped. A speeding train with no brakes is inexorable; it's not stopping till it crashes. When you see the word inexorable, think ""No one's stopping that.""",https://www.vocabulary.com/dictionary/inexorable
infamous,known widely and usually unfavorably,"Someone who is infamous has a very bad reputation. If you become a Hollywood star and find yourself on the pages of gossip magazines for your affairs and addictions, you will have succeeded in becoming infamous.","Infamous is from Latin infamis, for negative fame. If you're bad but unknown, then you're not infamous — it's reserved for those wicked and well-known people that capture our collective imagination. It is a strong and resonant term. Some synonyms are notorious, disgraceful, and odious. The stress is on the first syllable.",https://www.vocabulary.com/dictionary/infamous
infatuated,marked by foolish or unreasoning fondness,"Think he has no faults? Blush when he walks by? You are infatuated. When you are infatuated, your crush is so severe that it's pretty darned foolish.","Infatuation comes from the Latin infature which means ""to make a fool of."" You can be infatuated with a person, but you can also be infatuated with an idea: ""Nick was so infatuated with the idea of knighthood that he wore a suit of armor to the prom, and asked to be called 'Sir Nicholas the Brave.'""",https://www.vocabulary.com/dictionary/infatuated
infer,conclude by reasoning,"When you infer something, you read between the lines. To infer is to make a well informed guess — if you see your mom’s bag on the table, you might infer that she’s home.","When you infer, you listen closely to someone and guess at things they mean but haven't actually said. It’s like guessing, but not making wild guesses. You're making deductions — guesses based on logic. Another kind of inferring is more scientific, like when a scientist has part of a dinosaur fossil and can infer what the rest of the dinosaur looked like. When you see the word infer, think ""educated guess.""",https://www.vocabulary.com/dictionary/infer
infinitesimal,immeasurably small,"When it's incalculably small, when teensy seems large compared to it, then it is infinitesimal. ""The equipment was so sensitive that even the infinitesimal dust molecules that swept in with the open door altered the readings.""","Infinitesimal is such an extreme description of a microscopic something that the word is used as an exaggeration more often than to describe something actually quite small. ""The chances of Roxy going out on a date with Norbert were infinitesimal. She barely even knew he existed."" Infinitesimal has as its root infinite which usually conjures up thoughts of immeasurably large quantities or sizes. In this case infinite refers to something immeasurably small.",https://www.vocabulary.com/dictionary/infinitesimal
ingenuous,lacking in sophistication or worldliness,"Someone who is ingenuous shows a childlike innocence, trust, and openness. One of the things kindergarten teachers value is the chance to work with kids while they're still relatively ingenuous––their open, trusting natures are a joy.","A near synonym is naive. Its opposite is disingenuous, which means ""giving a false impression of being honest and sincere."" Don't confuse the word ingenuous with the similarly spelled ingenious, which means ""very smart or clever."" Ingenuous is from Latin ingenuus ""having the qualities of people born free, noble, honest, open,"" ultimately formed from the prefix in- ""in"" plus gignere ""to produce.""",https://www.vocabulary.com/dictionary/ingenuous
inherent,existing as an essential constituent or characteristic,Use the adjective inherent for qualities that are considered permanent or cannot be separated from an essential character.,"We use the adjective inherent to describe attributes that are part of the essential nature of something. It's different from you being tall, rather than being a description, it has to be a quality and this quality is unchangeable. So, for example, if you have never been able to eat spinach, you have an inherent dislike of it.",https://www.vocabulary.com/dictionary/inherent
injunction,a judicial remedy to prohibit a party from doing something,"If your school begins building a swimming pool on land that does not belong to it, the city might issue an injunction to stop it. An injunction is an official order issued by a judge.","In general injunctions are court ordered settlements or commands. In the United States, judges cannot create laws, but they can require someone to do something or to stop doing something. If you were wrongly fired from a job, a court may issue an injunction to your former employer, requiring him or her to hire you back or pay your back salary.",https://www.vocabulary.com/dictionary/injunction
innate,present at birth but not necessarily hereditary,"If a characteristic or ability is already present in a person or animal when they are born, it is innate. People have the innate ability to speak whereas animals do not.","Innate can also be used figuratively for something that comes from the mind rather than from external sources. Do you know someone with an innate sense of style? Some kids seem to have an innate sense of fairness where others seem to be natural bullies. In some contexts, innate means inherent. There is an innate sadness in certain types of ceremonies.",https://www.vocabulary.com/dictionary/innate
innocuous,not injurious to physical or mental health,"Something that's innocuous isn't harmful or likely to cause injury. Public figures like mayors and governors have to expect they'll get critical or even hurtful emails and phone calls, as well as more innocuous feedback.","The adjective innocuous is useful when you're talking about something that doesn't offend or injure anyone. Innocuous remarks or comments are meant kindly, and innocuous germs won't make you sick. An innocuous question is innocently curious, rather than aimed to hurt someone's feelings. The word comes from the Latin roots in-, ""not,"" and nocere, ""to injure or harm.""",https://www.vocabulary.com/dictionary/innocuous
insatiable,"impossible to fulfill, appease, or gratify","If someone can't be satisfied, she is insatiable. After being lost in the woods eating only berries for a few days, you'll find your hunger is insatiable once you finally get to the table.","Insatiable comes from the combination of the negative prefix, in- and the Latin verb satiare, for fill. Someone who is insatiable can never be full. It can be used for spiritual as well as physical desires. Swift's traveling Gulliver talks about his ""insatiable desire of seeing foreign countries."" Perhaps you have an insatiable desire to learn all the words in the English language. Synonyms are unappeasable and gluttonous.",https://www.vocabulary.com/dictionary/insatiable
insidious,working or spreading in a hidden and usually injurious way,"If something is slowly and secretly causing harm, it's insidious — like the rumors no one seems to listen to until suddenly someone's reputation is ruined.","Insidious is related to the Latin noun, īnsidiae meaning ""ambush"" which comes from the Latin verb, īnsidēre ""to lie in wait for."" This is very fitting as an insidious rumor or problem is one whose negative effect is not realized until the damage is already done. Similarly, an insidious disease develops internally without symptoms, so that you don't realize right away that you are sick.",https://www.vocabulary.com/dictionary/insidious
insinuate,suggest in an indirect or covert way; give to understand,"Insinuate means you imply or suggest something that may or may not be true. If you say things seemed to go wrong about the time your brother took over, you insinuate that he had something to do with the decline.","There's another way to insinuate. Suppose you're in line to get into a popular dance club when a celebrity appears, surrounded by a big entourage. If you strike up a conversation with one of the entourage, you may be able to insinuate that you're part of the group and go in with them. Don't feel bad — people have been doing it at least since the 1520s, when insinuate evolved from the Latin word insinuare, meaning ""wind one's way into.""",https://www.vocabulary.com/dictionary/insinuate
insipid,lacking taste or flavor or tang,Something insipid is lacking in flavor or interest. You'll probably find the generic poems inside of greeting cards insipid.,"Insipid comes from the Latin insipidus, the opposite of sapidus which means flavorful. Because spices and salts are left out, hospital food is usually considered insipid. The most common use of the word is in a metaphorical sense for dull or flat. You might think that your goody-two-shoes cousin is the most insipid girl you've ever met.",https://www.vocabulary.com/dictionary/insipid
insolent,marked by casual disrespect,"Someone who's insolent is either really doing her own thing, even if it goes against what everyone else is doing, or she’s mildly disrespectful.","That student in your class who is constantly snubbing the teacher, snorting when he gives assignments, and rolling her eyes when he reads passages aloud from your vocabulary textbook? Insolent, definitely insolent. There might be another student who adorns her school uniform with pins and ribbons, cuts her hair shorter than the dress code allows, and rolls her socks down. This student is also insolent, in the sense that she defies the rules.",https://www.vocabulary.com/dictionary/insolent
instigate,provoke or stir up,"When you instigate something, you start it, but the word carries conflict with it. If you are suspended for wearing a political t-shirt, the incident might instigate days of protest by students and faculty.","Instigate comes from the Latin word instigare ""to incite."" People who are instigators often begin trouble but then back off and let others break the rules. If you instigate a food fight in the cafeteria, you might throw the first spoonful of mashed potatoes, but then you stop and let all the other students carry on the chaos. When something is instigated, the outcome tends to be unknown. The plan you instigate might not lead to the desired result.",https://www.vocabulary.com/dictionary/instigate
insular,relating to or characteristic of or situated on an island,"Insular means ""having a narrow view of the world,"" like insular people who never leave their small town, which enables them to believe that every place in the world is the same and the people are all just like them.","The adjective insular comes from the Latin word insula, which means “island.” Perhaps less so in our current age of technological and relatively easy travel, island life can still be separated from the rest. That's why insular can mean ""isolated from,"" like if you grew up in a big city then visited a rural place, you may be surprised that stores close early. Such an experience will help you expand your insular views.",https://www.vocabulary.com/dictionary/insular
insurgent,in opposition to a civil authority or government,"An insurgent is a rebel or a revolutionary, someone who takes up arms against the authorities.","Insurgent is from the Latin word “insurgentem,” literally meaning “to rise against,” so think of an insurgent as a fighter who rises against the people in power. Often insurgents are considered terrorists because they use violence to intimidate people.",https://www.vocabulary.com/dictionary/insurgent
integral,existing as an essential constituent or characteristic,"Something that is integral is very important or necessary. If you are an integral part of the team, it means that the team cannot function without you.","An integral part is necessary to complete the whole. In this sense, the word essential is a near synonym. In mathematics, there are integrals of functions and equations. Integral is from Middle English, from Medieval Latin integralis ""making up a whole,"" from Latin integer ""untouched, entire.""",https://www.vocabulary.com/dictionary/integral
integrate,make into a whole or make part of a whole,"To integrate is to make parts of something into a whole. It also means to become one unit, or to make a place (like a school) open to people of all races and ethnic groups.","One of the results of the Civil Rights Movement was the decision to integrate the schools of the American South. Before this point, African-American students went to different schools than white students. After the decision to integrate the schools, students of all races went to the same schools. Integrate also means to make into a whole or to incorporate into a larger structure: ""If your school is missing a unit on thermodynamics, your science teacher could integrate it into the curriculum.""",https://www.vocabulary.com/dictionary/integrate
intractable,difficult to manage or mold,"Can't manage your stubborn little brother who won't do what anyone says? You could call him intractable, or you could call your mother. Problems are intractable when they can't be solved.","Intractable means not tractable. Helpful, right? No? Let's break it down. In both words you see the word tract. A contract is a written document that explains how a legal situation is to be managed together. When someone is tractable they are able to be managed or handled. When they are intractable, they are as unmanageable as a hungry two-year old.",https://www.vocabulary.com/dictionary/intractable
intransigent,"impervious to pleas, persuasion, requests, or reason","Intransigent means inflexible, stubborn, entrenched. Argue all you like with an intransigent three-year-old. He will never back down from the position that he wants the lollipop NOW.","Trans has to do with movement — think transportation, or a package in transit, i.e. ""on the way."" The in- of intransigent means ""not,"" so something or someone who is intransigent is not moving. If one political party wants to raise funds to improve schools but the other is intransigent on the subject of higher taxes, the debate will get nowhere.",https://www.vocabulary.com/dictionary/intransigent
intrinsic,belonging to a thing by its very nature,The intrinsic qualities of something have to do with its nature. An intrinsic quality of dogs is that they're loyal.,"Anything intrinsic comes from within. Doing a job for only money is not intrinsic. Doing a job because you love it is intrinsic; the motivation comes from within. It's good to treat people as having intrinsic value. If you like someone for intrinsic reasons, then you have no other motivation. The opposite of intrinsic is extrinsic, for things that come from the outside instead of from the inside.",https://www.vocabulary.com/dictionary/intrinsic
introspective,given to examining own sensory and perceptual experiences,"Someone who is introspective spends considerable time examining his own thoughts and feelings. If you take to your diary after an unhappy break-up, you are being introspective.","The Latin word introspicere means to look inside, and that's what an introspective person does, metaphorically speaking. It's different from meditative and pensive in that they can refer to contemplating anything, whereas introspection involves specifically contemplating yourself.",https://www.vocabulary.com/dictionary/introspective
inundate,"fill or cover completely, usually with water","To inundate means to quickly fill up or overwhelm, just like a flood. Your bathroom could be inundated with water if the pipes burst, and hopefully your inbox is inundated with nice emails on your birthday.","Commonly used to refer to a deluge of water, inundate can also refer to an overflow of something less tangible, like information. Right before the holidays, toy stores are often inundated with eager parents scrambling to get the latest action figures and video games. Attempt to read the entire dictionary in one sitting and you'll inundate your mind with vocabulary. But you probably won't remember any of it tomorrow.",https://www.vocabulary.com/dictionary/inundate
invective,abusive language used to express blame or censure,"Invective is harsh, abusive language, like ""you dirty rotten scoundrel."" I'm sure you can think of harsher and more obscene examples, but we won't get into them here.","Invective comes from the Latin for ""abusive."" It kind of sounds like a harsh word, actually, with those sharp, dagger-like V's. People usually put a colorful verb or phrase before it. Some examples: ""She spewed invective,"" ""She hurled invective,"" ""She burst forth into invective."" You can follow it with a phrase like, ""picking up her plate and throwing it across the room.""",https://www.vocabulary.com/dictionary/invective
inveterate,habitual,"If you're an inveterate doodler, all your notebooks are covered with drawings. If you're an inveterate golf player, you probably get twitchy if you haven't been out on a course in a week.","In Middle English inveterate was associated with chronic disease. Now it simply refers to something that is a signature habit with a person. Unless you're an inveterate gambler, drinker or smoker––in which case you're addicted and we're back to talking about being sick.",https://www.vocabulary.com/dictionary/inveterate
irascible,quickly aroused to anger,"If you're irascible, you get angry easily — perhaps blowing up in rage when someone brushes into you.","Irascible comes from the Latin root ira, which means ""anger"" or ""rage,"" the same root that gives us the word ire, ""anger."" The -sc in the middle of irascible, means ""becoming,"" so irascible doesn't just mean you're angry — it's got action built into it. If you're looking for a fight most of the time, then you're irascible — ready for the spark that's going to set you on fire.",https://www.vocabulary.com/dictionary/irascible
ironic,displaying incongruity between what is expected and what is,"If something is ironic it's unexpected, often in an amusing way. If you're the world chess champion, it would be pretty ironic if you lost a match to someone who just learned to play yesterday.","Ironic is the adjective for the noun irony. In contemporary speech, when we call something ironic, we often mean sarcastic. If you spill coffee all over drawings you've been working on all morning, you might ironically tell your coworker, ""I've done something wonderful!"" An ironic outcome is the opposite of what's intended. Having someone splash mud on you is always annoying, but it would be ironic if they had splashed you because they were running up to wipe dirt off you.",https://www.vocabulary.com/dictionary/ironic
irrevocable,incapable of being retracted,"If you're on a diet but eat one tiny piece of chocolate, it might start an irrevocable slide into bad eating. Describe something as irrevocable if it cannot be undone or taken back.","If you break down irrevocable, you wind up with ir ""not,"" re ""back"" and vocable from the Latin vocare ""to call."" So if something is irrevocable, you cannot call it back — it is permanent. You must fulfill an irrevocable promise and live with an irrevocable decision. A law is irrevocable if it states within the law that it cannot be nullified. Now that's final!",https://www.vocabulary.com/dictionary/irrevocable
itinerant,traveling from place to place to work,"An itinerant is a person who moves from place to place, typically for work, like the itinerant preacher who moves to a new community every few years.","Itinerant is pronounced ""eye-TIN-er-ant."" It might remind you of itinerary, the traveler's schedule that lists flights, hotel check-in times, and other plans. It's no surprise that both words come from the Latin word itinerare, meaning ""to travel."" Itinerant was first used in the 16th century to describe circuit judges who traveled to faraway courtrooms. Today, almost anyone can be an itinerant.",https://www.vocabulary.com/dictionary/itinerant
judicious,marked by the exercise of common sense in practical matters,"If you're judicious, you've got a good head on your shoulders and make good decisions. Humpty Dumpty's decision to sit on a wall? NOT judicious.","As its sound implies, judicious comes from the same Latin word from which we get judge and judiciary, and not surprisingly a judicious decision is one that only comes after all sides have been weighed up and opposing points of view taken into consideration. Judicious decisions are never split-second decisions.",https://www.vocabulary.com/dictionary/judicious
juxtapose,place side by side,"See the word ""pose"" in juxtapose? When you juxtapose, you are ""posing"" or positioning things side by side.","The verb juxtapose requires contrasting things placed next to one other: ""The collage juxtaposed pictures of Jane while she was growing up and as an adult."" Juxtapose is used often when referring to contrasting elements in the arts. ""The music juxtaposed the instrumentation of jazz with the harmonies of soul.""",https://www.vocabulary.com/dictionary/juxtapose
kinetic,relating to the motion of material bodies and their forces,"If you marvel at the kinetic pace of popular cartoons, you are amazed at how lively and energetic the shows are. Kinetic comes from a Greek verb meaning ""to move.""","Used generally, kinetic can simply mean ""animated,"" ""dynamic,"" or ""lively,"" but it also has more specific meanings in the realms of art and science. Kinetic drawings, sculptures, and installations have moving parts. Alexander Calder's mobiles are well-known examples of kinetic art. In physics, the phrase ""kinetic energy"" is used to describe the energy of motion. Any object in motion possesses kinetic energy, and this energy can be harnessed, transferred, and transformed to do work: Think of wind turning turbines to generate electricity.",https://www.vocabulary.com/dictionary/kinetic
labyrinth,complex system of paths in which it is easy to get lost,"A labyrinth is a structure with many connected paths or passages in which it is hard to find your way. In figurative use, a labyrinth is a complicated situation: our tax code is a labyrinth of rules and regulations.","In Greek mythology, the Labyrinth was the structure built for King Minos of Crete to confine the Minotaur, a monster with the head of a bull and the body of a man. The word maze is a near synonym for labyrinth, and is also used figuratively, as in, ""After war broke out, trying to figure out how to get a visa to leave the country was like navigating a maze, a veritable labyrinth of wrong turns and false hope.""",https://www.vocabulary.com/dictionary/labyrinth
laconic,brief and to the point,"Laconic is an adjective that describes a style of speaking or writing that uses only a few words, often to express complex thoughts and ideas. A more laconic way to write that last sentence might be this: laconic means brief.","There’s a friend of yours who doesn’t talk very much, and when he does, he says maybe three words and then becomes quiet again. You could describe that friend as laconic. The word comes from Laconia, a region in ancient Greece where the local Spartan rulers gave very short speeches. Being laconic can be bad when it sounds rude to be so brief, but it can be good if you’re in a rush to get somewhere.",https://www.vocabulary.com/dictionary/laconic
lament,a cry of sorrow and grief,"If you are really upset or sorry about something, you might lament it. A lament is full of regret and grief.","If you lament something, then you feel sorry about it. You could lament a mistake you made, or you could lament a horrible thing that happened to a friend. Also, a lament is an expression of grief. So if you keep saying how sorry you are about something, someone could say, ""Enough of your laments!"" There's also an old literary form called ""a lament,"" which expresses feelings of loss in a long dramatic poem.",https://www.vocabulary.com/dictionary/lament
lampoon,ridicule with satire,"When you make fun of something by imitating it in a humorous way, you're lampooning it. The writers at The Onion, Saturday Night Live and FunnyOrDie.com are all experts in the art of the lampoon.","Lampoon can be both a verb and a noun. To lampoon is ridicule. A lampoon is a parody or satire. Imagine you were frustrated by having your allowance reduced, so you wrote a funny play portraying mom and dad as dictators extracting lots of unfair taxes from their people. That's lampooning. And it probably won't help your allowance situation.",https://www.vocabulary.com/dictionary/lampoon
languish,become feeble,"To languish is to become pitiful or weak because you're sick, in love, or stuck somewhere. A prisoner might languish in jail, longing for her freedom.","Languish, like languid, is from the Latin word languere which means ""to be weak or faint."" Your houseplants might languish in a dark dry corner. A Romantic poet might languish on a velvet couch with the back of her hand to her forehead. People in operas love to languish: The main character in La Traviatta, Violetta, languishes from longing and eventually tuberculosis.",https://www.vocabulary.com/dictionary/languish
largess,liberality in bestowing gifts,,,https://www.vocabulary.com/dictionary/largess
latent,potentially existing but not presently evident or realized,"Latent is an adjective that you use to describe something that is capable of becoming active or at hand, though it is not currently so.","The adjective latent is a tricky word to define because it refers to something there but not there. That is, latent means something that is capable of becoming active or at hand but has not yet achieved that state. The word arrived in Middle English from the Latin word latēre which means ""to lie hidden."" It can have somewhat negative connotations because it is often used in a medical context, as in a latent illness or infection, but it can also mean good things, such as someone discovering they have latent talents or capabilities.",https://www.vocabulary.com/dictionary/latent
laud,"praise, glorify, or honor",To laud someone means to praise them extravagantly — usually in a very public manner. A music critic might laud a new song by calling it the best summer anthem ever created.,"The word laud is from the Latin word laudere, meaning ""to praise.” To laud someone is to glorify them, or to sing their praises, even if you’re not actually singing. Movie reviewers might laud Oscar-nominated films, and your high school principal might laud the class valedictorian at graduation.",https://www.vocabulary.com/dictionary/laud
legacy,a gift of personal property by will,"Use the word, legacy, for something handed down from one generation to the next. A retiring company president might leave a legacy of honesty and integrity.","Legacy comes from the Latin verb, legare ""to appoint by a last will, send as an ambassador."" Originally, the noun meant ""ambassador"" or ""envoy"" but soon shifted to mean the money and property a person leaves behind in his will. Many university scholarships are funded by the legacies of former students. In recent usage, political leaders are said to be concerned with their legacies, the historically significant achievements of their tenure in office.",https://www.vocabulary.com/dictionary/legacy
lethargic,deficient in alertness or activity,"When you feel lethargic, you're sluggish or lacking energy. Being sleepy or hungry can make anyone lethargic.","Being lethargic makes it hard to get anything done: you feel weak and sleepy. Whatever the reason, a lethargic person needs to snap out of it and get some energy, maybe by eating something or by taking a nap. Being lethargic also goes well with watching TV, since that takes almost no energy at all. When you feel lethargic, you don't have any energy to spare.",https://www.vocabulary.com/dictionary/lethargic
levity,a manner lacking seriousness,"Joking that your dead grandmother ""never looked better"" could inject some levity, or frivolity, into her funeral, but your relatives might find your joke inappropriate to the occasion.","Levity literally means ""lightness,"" and it's often an attempt to inject some lightness or humor into an otherwise somber situation. Telling your Aunt Edna a joke while she recuperates from a skiing accident could provide the levity needed to brighten her mood. Yet levity is often used to describe humor that's not appropriate to the occasion, like telling your Aunt the joke, ""Two corpses walk into a bar..."" after her husband has just died.",https://www.vocabulary.com/dictionary/levity
libel,a false and malicious publication,Libel is the act of publishing a statement about someone that is not true and that gives a bad impression about the person.,"Libel is usually contrasted with slander, which refers to a spoken statement that is not true. Both libel and slander are used in legal contexts. In Middle English, libel referred to a written declaration, from Anglo-French, from Latin libellus, from liber ""book.""",https://www.vocabulary.com/dictionary/libel
litigate,engage in legal proceedings,To litigate is to engage in some sort of legal proceedings. Litigating mostly takes place in court.,"If you're litigating, you'd better have a lawyer: you're involved in some sort of legal situation. When you sue someone, that's litigating. The person sued is also forced to litigate. People accused of a crime have to litigate when they're on trial. There are many types of litigation. Lawyers usually specialize in one type of litigating, such as criminal law or corporate law. If you're ever on a jury, you'll get a closer look at how litigating works.",https://www.vocabulary.com/dictionary/litigate
loquacious,full of trivial conversation,"A loquacious person talks a lot, often about stuff that only they think is interesting. You can also call them chatty or gabby, but either way, they're loquacious.","Whenever you see the Latin loqu-, you can be sure that the word has something to do with ""talking."" So a loquacious person is a person who talks a lot, and often too much. Sitting next to a loquacious person at a dinner party can make dinner a real drag. Of course, if you've got nothing to say, a loquacious person might make a good dinner companion, because they'll do all the talking. All you will have to do is smile and eat.",https://www.vocabulary.com/dictionary/loquacious
lucid,transparently clear; easily understandable,"Something that's lucid is clear and understandable. Lucid writing is important in journalism, so that readers easily get the point of the article they're reading.","When what you write or say is lucid, it's straightforward and its meaning is crystal clear. You can also use the adjective lucid to describe your mind or thoughts when you're thinking in a rational, sensible way: ""I was worried about my grandmother's confusion yesterday, but she seems really lucid today."" Another meaning is ""translucent,"" or ""letting light shine through"" — which makes sense since lucid comes from the Latin lucidus, ""light or clear,"" with its root of lux, ""light.""",https://www.vocabulary.com/dictionary/lucid
lugubrious,excessively mournful,"Funerals are lugubrious. So are rainy days and Mondays. Anything that makes you sad, gloomy, or mournful can be called lugubrious.","Lugubrious comes from the Latin verb lūgēre, ""to mourn."" You can also listen to the sound of the word: lugubrious sounds slow, heavy, and sad. Sometimes, just the ""feel"" of a word is enough to clue you in to its meaning, and lugubrious is one of those words. I was feeling great when I got to the concert, but the lugubrious music left me in a terrible mood.",https://www.vocabulary.com/dictionary/lugubrious
luminous,softly bright or radiant,"Luminous means full of or giving off light. During the winter holidays, with all their emphasis on light, you can see luminous displays of candles everywhere.","This word has several figurative meanings that are related to the basic sense of something shining. For example, luminous prose is clear and easily understood. And a luminous career is bright and inspiring. The Middle English adjective is from Latin luminosus, from lumen ""light.""",https://www.vocabulary.com/dictionary/luminous
machination,a crafty and involved plot to achieve your ends,"When a James Bond villain comes up with a plan to destroy the world, he doesn’t use a simple plan. No, he uses a machination — a complex plot that relies on numerous elements coming together to work.","Not surprisingly, machination derives from the Medieval French machina, meaning ""machine."" And, like many a machine, a machination is subject to going wrong, often comically (see James Bond movies). Politicians love a good machination, and their machinations are frequently exposed in the press as scandals.",https://www.vocabulary.com/dictionary/machination
magnanimous,noble and generous in spirit,"A magnanimous person has a generous spirit. Letting your little sister have the last of the cookies, even though you hadn't eaten since breakfast, would be considered a magnanimous act.","Magnanimous comes from Latin magnus ""great"" and animus ""soul,"" so it literally describes someone who is big-hearted. A person can show that over-sized spirit by being noble or brave, or by easily forgiving others and not showing resentment. It implies superiority, and is something you should say of others rather than of yourself. Being magnanimous doesn't require doling out tons of cash — just being an understanding and tolerant soul will do the trick.",https://www.vocabulary.com/dictionary/magnanimous
magnate,a very wealthy or powerful businessperson,"If you’re a hugely successful businessperson, particularly if you’ve cornered the market in a specific area, you’re a magnate. Magnates are often larger-than-life characters, like that oil tycoon who wears a cowboy hat with his tuxedo.","Historically, a magnate was a man of noble birth (from the Latin magnus, meaning ""a nobleman,"" or at least someone distinguished by his achievements. In the twentieth century, the stock of a magnate has rather fallen. If you’re vulgar and loud-spoken as well as rich, you’re probably a magnate. Thanks to the legendary movie producer Samuel Goldwyn, all film studio heads are now ""studio magnates.""",https://www.vocabulary.com/dictionary/magnate
malaise,"a general feeling of discomfort, uneasiness, or depression","If you are experiencing malaise, chances are you are feeling blue or looking green. Malaise is a slump; you're not feeling your best — either mentally or physically.","Mal is French for ""bad,"" and aise means ""ease."" When experiencing malaise, ease yourself down on the couch to recover. Malaise is frequently used figuratively to describe slumps that other things go through as well. The 20-year economic malaise in Japan is one example, but you'll also hear of educational malaise, political malaise, and even ""a general malaise."" Wherever you turn, there's malaise.",https://www.vocabulary.com/dictionary/malaise
malfeasance,wrongful conduct by a public official,"Whenever you see the prefix ""mal-,"" you know it's not good. Malfeasance is bad behavior, especially from officials or people who should know better.","If nothing else, the mal- in malfeasance will alert you to the fact that something bad is going on. If you know French, fease-, faise- will ring a bell, as it often means ""to do."" You can probably then infer that malfeasance means ""to do bad."" Today, it's usually a bad deed done by an official or an organization. You wouldn't accuse a dog who peed on the carpet of malfeasance, but you would accuse a mayor who took a bribe of malfeasance.",https://www.vocabulary.com/dictionary/malfeasance
malignant,dangerous to health,"For something that's very harmful, especially a tumor that's cancerous, use the term malignant.","Malignant and its opposite benign are medical terms used to describe a tumor or growth as either cancerous or not respectively. The gn part of both words comes from the Latin word for born, but the word root mal means ""evil,"" while bene means ""kind."" A malignant tumor grows uncontrollably and spreads to other parts of the body. Less commonly, malignant can also be used to mean ""evil or malicious,"" like when someone has a malignant imagination.",https://www.vocabulary.com/dictionary/malignant
malinger,avoid responsibilities and duties,"When you malinger, you pretend to be sick. If you ever claimed to have a stomach ache in order to stay home from school, you know what it means to malinger.","The word malinger comes from the French malingre, which can mean ""ailing or sickly,"" but its exact origin is uncertain. One theory says that mal, or ""wrongly,"" suggests the sick person is just faking. Lying about a stomach ache, holding the thermometer near a light bulb, refusing to get out of bed, moaning — these are classic tactics of those who malinger, or pretend to be too sick to do anything but lie around the house.",https://www.vocabulary.com/dictionary/malinger
malleable,capable of being shaped or bent,"A malleable metal is able to be pounded or pressed into various shapes, and a malleable personality is capable of being changed or trained. It's easier to learn when you're young and malleable.","Just as there are substances that are malleable, including clay and some metals, there are also ductile metals that can be hammered out into wire or thread; gold, silver, and platinum are examples. The adjective malleable dates back to Middle English, from Old French, from Medieval Latin malleābilis, from malleāre, ""to hammer.""",https://www.vocabulary.com/dictionary/malleable
mandate,a document giving an official instruction or command,"A mandate is an official command or a go-ahead. When a politician wins an election by a wide margin, that's a mandate to implement her ideas.","A mandate gives authority. If the government gives schools a mandate to test more, then the schools had better give more tests. People who work for the Peace Corps have a mandate to help various countries with things like getting clean drinking water. A politician who believes in higher taxes and then gets elected considers that a mandate to raise taxes. When you have a mandate, it's like a ticket to get something done.",https://www.vocabulary.com/dictionary/mandate
manifest,clearly revealed to the mind or the senses or judgment,Choose the verb manifest when someone shows something for everyone to notice. You might manifest your dislike of school food by stirring it around into a big pile of slop on your tray.,"Coming from the Latin manifestus, ""caught in the act,"" manifest can be used as an adjective or a noun as well as a verb. As an adjective, manifest is a formal way to say that something is apparent to the senses and is synonymous with evident, apparent, or clear. If you have strong feelings about something, they will be manifest on your face. A ship or plane's manifest is the list of cargo or passengers on a particular trip.",https://www.vocabulary.com/dictionary/manifest
